scenario,time_s,frame_id,event,from_state,to_state,command_id
pullin_24db_fp62p5_cm0p3,2.48000000,124,TrackingReady,PullIn,Lock,124
pullin_24db_fp62p5_cm0p3,3.96000000,198,StateRequested,Lock,Strong,199
pullin_24db_fp62p5_cm0p3,3.98000000,199,StateCommitted,Lock,Strong,199
pullin_24db_fp62p5_cm0p3,11.44000000,572,StateRequested,Strong,LongFast,573
pullin_24db_fp62p5_cm0p3,11.46000000,573,StateCommitted,Strong,LongFast,573
pullin_24db_fp62p5_cm0p3,14.64000000,732,StateRequested,LongFast,LongLock,733
pullin_24db_fp62p5_cm0p3,14.66000000,733,StateCommitted,LongFast,LongLock,733
pullin_24db_fp62p5_cm0p3,17.84000000,892,StateRequested,LongLock,Medium,893
pullin_24db_fp62p5_cm0p3,17.86000000,893,StateCommitted,LongLock,Medium,893
pullin_24db_fp62p5_cp0,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fp62p5_cp0,1.72000000,86,StateRequested,PullIn,Lock,87
pullin_24db_fp62p5_cp0,1.74000000,87,StateCommitted,PullIn,Lock,87
pullin_24db_fp62p5_cp0,1.74000000,87,TrackingReady,PullIn,Lock,87
pullin_24db_fp62p5_cp0,3.00000000,150,StateRequested,Lock,Strong,151
pullin_24db_fp62p5_cp0,3.02000000,151,StateCommitted,Lock,Strong,151
pullin_24db_fp62p5_cp0,10.70000000,535,StateRequested,Strong,LongFast,536
pullin_24db_fp62p5_cp0,10.72000000,536,StateCommitted,Strong,LongFast,536
pullin_24db_fp62p5_cp0,13.90000000,695,StateRequested,LongFast,LongLock,696
pullin_24db_fp62p5_cp0,13.92000000,696,StateCommitted,LongFast,LongLock,696
pullin_24db_fp62p5_cp0,17.10000000,855,StateRequested,LongLock,Medium,856
pullin_24db_fp62p5_cp0,17.12000000,856,StateCommitted,LongLock,Medium,856
pullin_24db_fp62p5_cp0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fp62p5_cp0p3,2.70000000,135,StateRequested,PullIn,Lock,136
pullin_24db_fp62p5_cp0p3,2.72000000,136,StateCommitted,PullIn,Lock,136
pullin_24db_fp62p5_cp0p3,2.72000000,136,TrackingReady,PullIn,Lock,136
pullin_24db_fp62p5_cp0p3,5.70000000,285,StateRequested,Lock,Strong,286
pullin_24db_fp62p5_cp0p3,5.72000000,286,StateCommitted,Lock,Strong,286
pullin_24db_fp62p5_cp0p3,11.68000000,584,StateRequested,Strong,LongFast,585
pullin_24db_fp62p5_cp0p3,11.70000000,585,StateCommitted,Strong,LongFast,585
pullin_24db_fp62p5_cp0p3,14.88000000,744,StateRequested,LongFast,LongLock,745
pullin_24db_fp62p5_cp0p3,14.90000000,745,StateCommitted,LongFast,LongLock,745
pullin_24db_fp62p5_cp0p3,18.08000000,904,StateRequested,LongLock,Medium,905
pullin_24db_fp62p5_cp0p3,18.10000000,905,StateCommitted,LongLock,Medium,905
pullin_30db_fp62p5_cp0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_30db_fp62p5_cp0p3,1.10000000,55,StateRequested,PullIn,Lock,56
pullin_30db_fp62p5_cp0p3,1.12000000,56,StateCommitted,PullIn,Lock,56
pullin_30db_fp62p5_cp0p3,1.12000000,56,TrackingReady,PullIn,Lock,56
pullin_30db_fp62p5_cp0p3,3.66000000,183,StateRequested,Lock,Strong,184
pullin_30db_fp62p5_cp0p3,3.68000000,184,StateCommitted,Lock,Strong,184
pullin_30db_fp62p5_cp0p3,10.08000000,504,StateRequested,Strong,LongFast,505
pullin_30db_fp62p5_cp0p3,10.10000000,505,StateCommitted,Strong,LongFast,505
pullin_30db_fp62p5_cp0p3,13.28000000,664,StateRequested,LongFast,LongLock,665
pullin_30db_fp62p5_cp0p3,13.30000000,665,StateCommitted,LongFast,LongLock,665
pullin_30db_fp62p5_cp0p3,16.48000000,824,StateRequested,LongLock,Medium,825
pullin_30db_fp62p5_cp0p3,16.50000000,825,StateCommitted,LongLock,Medium,825
pullin_40db_fp62p5_cp0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_40db_fp62p5_cp0p3,1.10000000,55,StateRequested,PullIn,Lock,56
pullin_40db_fp62p5_cp0p3,1.12000000,56,StateCommitted,PullIn,Lock,56
pullin_40db_fp62p5_cp0p3,1.12000000,56,TrackingReady,PullIn,Lock,56
pullin_40db_fp62p5_cp0p3,2.18000000,109,StateRequested,Lock,Strong,110
pullin_40db_fp62p5_cp0p3,2.20000000,110,StateCommitted,Lock,Strong,110
