scenario,time_s,frame_id,event,from_state,to_state,command_id
pullin_22db_fp62p5_cp0p30,7.18000000,359,StateCommitted,Lock,LongFast,359
pullin_22db_fp62p5_cp0p30,13.40000000,670,StateRequested,LongFast,LongLock,671
pullin_22db_fp62p5_cp0p30,13.42000000,671,StateCommitted,LongFast,LongLock,671
pullin_22db_fp62p5_cp0p30,16.60000000,830,StateRequested,LongLock,Medium,831
pullin_22db_fp62p5_cp0p30,16.62000000,831,StateCommitted,LongLock,Medium,831
pullin_30db_fp62p5_cp0p30,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_30db_fp62p5_cp0p30,1.10000000,55,StateRequested,PullIn,Lock,56
pullin_30db_fp62p5_cp0p30,1.12000000,56,StateCommitted,PullIn,Lock,56
pullin_30db_fp62p5_cp0p30,1.12000000,56,TrackingReady,PullIn,Lock,56
pullin_30db_fp62p5_cp0p30,6.10000000,305,StateRequested,Lock,LongFast,306
pullin_30db_fp62p5_cp0p30,6.12000000,306,StateCommitted,Lock,LongFast,306
pullin_30db_fp62p5_cp0p30,9.30000000,465,StateRequested,LongFast,LongLock,466
pullin_30db_fp62p5_cp0p30,9.32000000,466,StateCommitted,LongFast,LongLock,466
pullin_30db_fp62p5_cp0p30,12.50000000,625,StateRequested,LongLock,Medium,626
pullin_30db_fp62p5_cp0p30,12.52000000,626,StateCommitted,LongLock,Medium,626
pullin_40db_fp62p5_cp0p30,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_40db_fp62p5_cp0p30,1.10000000,55,StateRequested,PullIn,Lock,56
pullin_40db_fp62p5_cp0p30,1.12000000,56,StateCommitted,PullIn,Lock,56
pullin_40db_fp62p5_cp0p30,1.12000000,56,TrackingReady,PullIn,Lock,56
pullin_40db_fp62p5_cp0p30,6.10000000,305,StateRequested,Lock,Strong,306
pullin_40db_fp62p5_cp0p30,6.12000000,306,StateCommitted,Lock,Strong,306
