"time_s","state","frame_valid","cn0_valid","cn0_method","cn0_db_hz","truth_cn0_db_hz","pli","pll_enabled","pll_control_hz","fll_locked","dll_locked","doppler_hz","truth_doppler_hz","doppler_error_hz","tracked_code_phase_chips","truth_code_phase_chips","code_phase_error_chips"
"64.00000000","Medium","1","1","NWPR","23.88208908","22.93600000","0.43393291","1","-0.40474172","1","1","4501.07285294","4501.17604415","-0.10319122","2704.86237694","2704.86826016","-0.00588322"
"65.00000000","Medium","1","1","NWPR","23.88208908","22.66933333","0.63573916","1","-0.23672522","1","1","4501.29032464","4501.17059048","0.11973416","2743.98007423","2744.00889747","-0.02882324"
"66.00000000","Medium","1","1","NWPR","23.88208908","22.40266667","0.62214178","1","-0.39868592","1","1","4501.16535422","4501.16549150","-0.00013728","2783.10572576","2783.14948885","-0.04376309"
"67.00000000","Medium","1","1","NWPR","23.19686142","22.13600000","0.16428198","1","0.55460034","1","1","4502.09567099","4501.16081603","0.93485497","2822.23558486","2822.29003768","-0.05445282"
"68.00000000","Medium","1","1","NWPR","22.57378636","21.86933333","0.18286554","1","0.00000000","1","1","4501.90867541","4501.15663168","0.75204373","2861.36130634","2861.43054794","-0.06924160"
"69.00000000","Medium","1","1","NWPR","21.83329608","21.60266667","0.07140856","1","-0.35425302","1","1","4501.47602905","4501.15300475","0.32302430","2900.50074321","2900.57102419","-0.07028098"
"70.00000000","Medium","1","1","NWPR","21.00599911","21.33600000","0.14190603","1","-0.37479811","1","1","4501.25687834","4501.15000000","0.10687834","2939.63197278","2939.71147157","-0.07949878"
"71.00000000","Medium","1","1","NWPR","20.16250044","21.06933333","0.09085758","1","-0.44759969","1","1","4501.40742073","4501.14768048","0.25974024","2978.75037628","2978.85189574","-0.10151947"
"72.00000000","Medium","1","1","NWPR","19.75768894","20.80266667","0.14868080","1","0.00000000","1","1","4501.11155867","4501.14610737","-0.03454870","3017.88974544","3017.99230295","-0.10255752"
"73.00000000","Medium","1","1","NWPR","19.40481301","20.53600000","0.12549781","1","-0.41778593","1","1","4500.91403604","4501.14533980","-0.23130377","3057.00286148","3057.13269995","-0.12983847"
"74.00000000","Medium","1","1","NWPR","19.17959307","20.26933333","0.14360535","1","-0.09223758","1","1","4501.91587496","4501.14543470","0.77044026","3096.14267193","3096.27309397","-0.13042204"
"75.00000000","Medium","1","1","NWPR","19.08840605","20.00266667","0.05678953","1","-0.10028388","1","1","4501.98307183","4501.14644661","0.83662522","3135.27610871","3135.41349277","-0.13738406"
"76.00000000","Medium","1","1","NWPR","18.85221375","19.73600000","0.09700591","1","0.19374999","1","1","4503.03237613","4501.14842759","1.88394854","3174.41900963","3174.55390455","-0.13489492"
"77.00000000","Medium","1","1","NWPR","18.81866725","19.46933333","0.07008985","1","0.12350825","1","1","4502.13612391","4501.15142702","0.98469689","3213.56968711","3213.69433794","-0.12465084"
"78.00000000","Medium","1","1","NWPR","18.64622076","19.20266667","0.07881793","1","0.00914672","1","1","4501.94241327","4501.15549150","0.78692177","3252.70793016","3252.83480202","-0.12687186"
"79.00000000","Medium","1","1","NWPR","18.47107268","18.93600000","0.11578030","1","-0.24805249","1","1","4500.91547978","4501.16066472","-0.24518493","3291.85390803","3291.97530623","-0.12139820"
"80.00000000","Medium","1","1","NWPR","18.22293242","18.66933333","0.06325998","1","-0.31911708","1","1","4498.93601094","4501.16698730","-2.23097636","3330.97334400","3331.11586039","-0.14251639"
"81.00000000","Medium","1","1","NWPR","17.92342008","18.40266667","0.05661432","1","0.09745816","1","1","4500.18433758","4501.17449674","-0.99015916","3370.10331157","3370.25647467","-0.15316310"
"82.00000000","Medium","1","1","NWPR","17.50958511","18.13600000","0.02758225","1","-0.15529018","1","1","4500.35998743","4501.18322727","-0.82323984","3409.22826990","3409.39715953","-0.16888963"
"83.00000000","Medium","1","1","NWPR","17.12605216","17.86933333","0.34218367","1","-0.39342084","1","1","4501.21617173","4501.19320979","0.02296194","3448.37712214","3448.53792573","-0.16080359"
"84.00000000","Medium","1","1","NWPR","16.87732591","17.60266667","0.20109196","1","-0.13501047","1","1","4500.66918289","4501.20447174","-0.53528885","3487.52701316","3487.67878427","-0.15177111"
"85.00000000","Medium","1","1","NWPR","16.69422855","17.33600000","0.11034084","1","-0.01808601","1","1","4500.59856438","4501.21703709","-0.61847271","3526.66232198","3526.81974640","-0.15742442"
"86.00000000","Medium","1","1","NWPR","16.36553835","17.06933333","0.15560388","1","0.49078040","1","1","4503.01351530","4501.23092620","1.78258910","3565.80494256","3565.96082354","-0.15588098"
"87.00000000","Medium","1","1","NWPR","16.23095545","16.80266667","0.05182484","1","0.12557135","1","1","4502.89390267","4501.24615583","1.64774684","3604.95939155","3605.10202727","-0.14263571"
"88.00000000","Medium","1","1","NWPR","16.00804081","16.53600000","0.17767813","1","-0.35169710","1","1","4502.74779969","4501.26273905","1.48506064","3644.10901195","3644.24336930","-0.13435735"
"89.00000000","Medium","1","1","NWPR","15.49328238","16.26933333","0.15419445","1","-0.45283015","1","1","4502.57406165","4501.28068523","1.29337641","3683.26829991","3683.38486146","-0.11656155"
"90.00000000","Medium","1","1","NWPR","14.96374487","16.00266667","0.14883900","1","-0.48909602","1","1","4502.76247281","4501.30000000","1.46247281","3722.42566704","3722.52651562","-0.10084858"
"91.00000000","Weak","1","1","NWPR","14.53448036","15.86800000","0.19288930","0","0.00000000","0","0","4503.77243802","4501.32068523","2.45175279","3761.59127408","3761.66834370","-0.07706961"
"92.00000000","Weak","1","1","NWPR","14.07254076","15.73466667","0.10724119","0","0.00000000","0","1","4503.16034745","4501.34273905","1.81760840","3800.75476717","3800.81035759","-0.05559042"
"93.00000000","Weak","1","1","NWPR","13.61467858","15.60133333","0.14514811","0","-0.00000000","1","1","4502.89491013","4501.36615583","1.52875430","3839.90058584","3839.95256920","-0.05198335"
"94.00000000","Weak","1","1","NWPR","12.79768152","15.46800000","0.16897586","0","-0.00000000","1","1","4502.66642090","4501.39092620","1.27549470","3879.05529625","3879.09499031","-0.03969407"
"95.00000000","Weak","1","1","NWPR","12.04031899","15.33466667","0.15662698","0","-0.00000000","1","1","4502.58959553","4501.41703709","1.17255844","3918.20532462","3918.23763267","-0.03230804"
"96.00000000","Weak","1","1","NWPR","11.58677161","15.20133333","0.08606160","0","0.00000000","1","1","4501.86986304","4501.44447174","0.42539129","3957.33609007","3957.38050784","-0.04441777"
"97.00000000","Weak","1","1","NWPR","11.59605237","15.06800000","0.12821472","0","-0.00000000","1","1","4501.81618697","4501.47320979","0.34297718","3996.46260270","3996.52362726","-0.06102456"
"98.00000000","Weak","1","1","NWPR","11.60134631","14.93466667","0.15660104","0","-0.00000000","1","1","4501.60688092","4501.50322727","0.10365365","4035.59648360","4035.66700215","-0.07051855"
"99.00000000","Weak","1","1","NWPR","11.52714917","14.80133333","0.09913044","0","0.00000000","1","1","4501.50051464","4501.53449674","-0.03398210","4074.74055096","4074.81064354","-0.07009257"
"100.00000000","Weak","1","1","NWPR","11.65506315","14.66800000","0.13055434","0","-0.00000000","1","1","4501.45171966","4501.56698730","-0.11526763","4113.88545511","4113.95456216","-0.06910705"
"101.00000000","Weak","1","1","NWPR","11.88964266","14.53466667","0.12966327","0","-0.00000000","1","1","4501.10459701","4501.60066472","-0.49606770","4153.02856934","4153.09876849","-0.07019915"
"102.00000000","Weak","1","1","NWPR","12.37410928","14.40133333","0.24778704","0","-0.00000000","1","1","4500.86147093","4501.63549150","-0.77402058","4192.17850056","4192.24327270","-0.06477215"
"103.00000000","Weak","1","1","NWPR","12.72045621","14.26800000","0.20371167","0","-0.00000000","1","1","4501.62525545","4501.67142702","-0.04617156","4231.33117545","4231.38808460","-0.05690915"
"104.00000000","Weak","1","1","NWPR","13.06202136","14.13466667","0.11614184","0","-0.00000000","1","1","4501.21586202","4501.70842759","-0.49256557","4270.47304544","4270.53321365","-0.06016822"
"105.00000000","Weak","1","1","NWPR","13.25226651","14.00133333","0.16919802","0","0.00000000","1","1","4501.18698177","4501.74644661","-0.55946484","4309.61324927","4309.67866891","-0.06541963"
"106.00000000","Weak","1","1","NWPR","13.43449115","13.86800000","0.22652799","0","0.00000000","1","1","4501.36182281","4501.78543470","-0.42361188","4348.75009496","4348.82445901","-0.07436405"
"107.00000000","Weak","1","1","NWPR","13.46607767","13.73466667","0.07730320","0","0.00000000","1","1","4501.48326462","4501.82533980","-0.34207518","4387.88779166","4387.97059217","-0.08280051"
"108.00000000","Weak","1","1","NWPR","13.39852706","13.60133333","0.27376029","0","-0.00000000","1","1","4501.13241371","4501.86610737","-0.73369366","4427.03207440","4427.11707612","-0.08500172"
